Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001100,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.8,7.4,8.2,,,"1,827","(32.3294454095, -90.1955300324)",UNHBEH,BINGE,2836000,28049001100,Binge Drinking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002300,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,3.9,4.3,,,"2,518","(32.3146727051, -90.2454096274)",HLTHOUT,CANCER,2836000,28049002300,Cancer (except skin)
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010901,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,21.8,18.2,25.8,,,"2,764","(32.3245803396, -90.2730968105)",PREVENT,ACCESS2,2836000,28049010901,Health Insurance
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003800,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,75.6,72.4,78.4,,,"3,019","(32.245231086, -90.2219378426)",PREVENT,MAMMOUSE,2836000,28049003800,Mammography
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003200,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,85.9,82.4,88.7,,,"1,586","(32.2940043377, -90.2226483173)",PREVENT,PAPTEST,2836000,28049003200,Pap Smear Test
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003700,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,87.8,85.9,89.5,,,"2,926","(32.2505825226, -90.2349934614)",PREVENT,PAPTEST,2836000,28049003700,Pap Smear Test
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011001,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44,39.9,48.4,,,"5,718","(32.2820671233, -90.2675496365)",PREVENT,DENTAL,2836000,28049011001,Dental Visit
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003300,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,31.6,24.8,39.3,,,"6,508","(32.2812612493, -90.2392578521)",HLTHOUT,TEETHLOST,2836000,28049003300,Teeth Loss
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001400,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.6,7.6,9.8,,,"3,076","(32.3400347421, -90.1387066293)",HLTHOUT,MHLTH,2836000,28049001400,Mental Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011001,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,77.1,76.1,78.1,,,"5,718","(32.2820671233, -90.2675496365)",PREVENT,BPMED,2836000,28049011001,Taking BP Medication
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011102,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,89,87.7,90.1,,,"5,056","(32.2251402127, -90.2603643583)",PREVENT,PAPTEST,2836000,28049011102,Pap Smear Test
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010808,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33,28,38.4,,,"4,494","(32.2679492554, -90.297683472)",PREVENT,COREM,2836000,28049010808,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001400,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.9,2.5,3.3,,,"3,076","(32.3400347421, -90.1387066293)",HLTHOUT,STROKE,2836000,28049001400,Stroke
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011001,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.9,17,20.6,,,"5,718","(32.2820671233, -90.2675496365)",HLTHOUT,MHLTH,2836000,28049011001,Mental Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000302,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.9,10.6,13.5,,,"4,050","(32.3700798374, -90.1547605542)",HLTHOUT,PHLTH,2836000,28049000302,Physical Health
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000302,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,89.6,87.5,91.5,,,"4,050","(32.3700798374, -90.1547605542)",PREVENT,PAPTEST,2836000,28049000302,Pap Smear Test
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000500,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,88.5,86.3,90.3,,,"6,041","(32.3607883236, -90.1824183353)",PREVENT,PAPTEST,2836000,28049000500,Pap Smear Test
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010902,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.3,20,22.4,,,"1,819","(32.3020333386, -90.2663131694)",HLTHOUT,DIABETES,2836000,28049010902,Diabetes
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003400,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,26.3,20.8,32.6,,,"3,832","(32.2808856068, -90.2219754256)",PREVENT,COREM,2836000,28049003400,Core preventive services for older men
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001600,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.9,36.4,39.3,,,"3,886","(32.3149024406, -90.1794376322)",UNHBEH,SLEEP,2836000,28049001600,Sleep <7 hours
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001300,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,68.5,67.8,69,,,"4,143","(32.3380096287, -90.1721630218)",PREVENT,CHECKUP,2836000,28049001300,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003800,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,3.7,4.4,,,"3,019","(32.245231086, -90.2219378426)",HLTHOUT,STROKE,2836000,28049003800,Stroke
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000500,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,58.8,54.3,63,,,"6,041","(32.3607883236, -90.1824183353)",PREVENT,COLON_SCREEN,2836000,28049000500,Colorectal Cancer Screening
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003500,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,77.8,74.4,81,,,"3,931","(32.2626920049, -90.2228454457)",PREVENT,MAMMOUSE,2836000,28049003500,Mammography
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000400,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,72.1,71.6,72.7,,,"3,373","(32.3541845971, -90.1641486204)",PREVENT,CHECKUP,2836000,28049000400,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000700,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,78.6,77.5,79.8,,,"5,710","(32.3422170976, -90.2571613241)",PREVENT,BPMED,2836000,28049000700,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000900,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,57.4,55.9,58.8,,,"2,015","(32.3436482912, -90.2098240871)",HLTHOUT,BPHIGH,2836000,28049000900,High Blood Pressure
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000600,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.5,18.8,26.4,,,"3,442","(32.3500168004, -90.2038372112)",UNHBEH,CSMOKING,2836000,28049000600,Current Smoking
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001600,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,54.7,51.8,57.5,,,"3,886","(32.3149024406, -90.1794376322)",PREVENT,COLON_SCREEN,2836000,28049001600,Colorectal Cancer Screening
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002500,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.2,42.7,45.6,,,"2,388","(32.308201226, -90.2084021164)",UNHBEH,SLEEP,2836000,28049002500,Sleep <7 hours
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000500,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,82.3,81.5,83.2,,,"6,041","(32.3607883236, -90.1824183353)",PREVENT,BPMED,2836000,28049000500,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000600,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.7,10.8,12.8,,,"3,442","(32.3500168004, -90.2038372112)",HLTHOUT,CASTHMA,2836000,28049000600,Current Asthma
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011400,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,53.8,52.2,55.5,,,"1,272","(32.3113779365, -90.1880062695)",HLTHOUT,BPHIGH,2836000,28049011400,High Blood Pressure
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000200,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.4,2.2,2.5,,,"5,395","(32.3604779334, -90.1295873326)",HLTHOUT,KIDNEY,2836000,28049000200,Chronic Kidney Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010801,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.9,25.6,28.2,,,"1,604","(32.3096172571, -90.2991097228)",HLTHOUT,ARTHRITIS,2836000,28049010801,Arthritis
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011002,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,50.4,45.8,54.5,,,"4,390","(32.2610272446, -90.265130469)",PREVENT,DENTAL,2836000,28049011002,Dental Visit
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28089030105,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.3,1.1,1.6,,,622,"(32.4055231258, -90.1578816308)",HLTHOUT,KIDNEY,2836000,28089030105,Chronic Kidney Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002200,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.9,21.7,26.3,,,"2,450","(32.3230862923, -90.2352663163)",HLTHOUT,PHLTH,2836000,28049002200,Physical Health
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010808,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,61,55.5,65.6,,,"4,494","(32.2679492554, -90.297683472)",PREVENT,COLON_SCREEN,2836000,28049010808,Colorectal Cancer Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003200,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,27,22.1,32.9,,,"1,586","(32.2940043377, -90.2226483173)",PREVENT,ACCESS2,2836000,28049003200,Health Insurance
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003400,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.4,32.4,42.9,,,"3,832","(32.2808856068, -90.2219754256)",PREVENT,DENTAL,2836000,28049003400,Dental Visit
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003800,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,21.8,18.2,25.9,,,"3,019","(32.245231086, -90.2219378426)",PREVENT,COREW,2836000,28049003800,Core preventive services for older women
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010902,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,51.5,47.2,55.9,,,"1,819","(32.3020333386, -90.2663131694)",PREVENT,COLON_SCREEN,2836000,28049010902,Colorectal Cancer Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002400,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,81.2,80.1,82.3,,,"4,565","(32.3034428694, -90.2303837936)",PREVENT,BPMED,2836000,28049002400,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000400,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,3.8,4.5,,,"3,373","(32.3541845971, -90.1641486204)",HLTHOUT,STROKE,2836000,28049000400,Stroke
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000800,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,43,32.8,53.1,,,"4,483","(32.3401797646, -90.2268185213)",HLTHOUT,TEETHLOST,2836000,28049000800,Teeth Loss
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002000,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.5,9.1,11.8,,,"1,047","(32.3197192007, -90.2062608176)",HLTHOUT,COPD,2836000,28049002000,COPD
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001400,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81.3,78.1,83.9,,,"3,076","(32.3400347421, -90.1387066293)",PREVENT,DENTAL,2836000,28049001400,Dental Visit
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001900,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,45.1,42.2,48.2,,,"1,950","(32.3199223985, -90.1980304796)",UNHBEH,LPA,2836000,28049001900,Physical Inactivity
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002100,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,22,16.3,28.1,,,"3,257","(32.3151937739, -90.2240153221)",PREVENT,COREM,2836000,28049002100,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011001,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,72.5,71.6,73.5,,,"5,718","(32.2820671233, -90.2675496365)",PREVENT,CHECKUP,2836000,28049011001,Annual Checkup
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000301,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,27.2,21.8,32.5,,,"2,637","(32.3665228128, -90.1634025553)",PREVENT,COREM,2836000,28049000301,Core preventive services for older men
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000100,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,35.3,29.9,40.4,,,"4,584","(32.3760966125, -90.1333490224)",PREVENT,COREW,2836000,28049000100,Core preventive services for older women
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001600,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.9,19.8,25.9,,,"3,886","(32.3149024406, -90.1794376322)",UNHBEH,CSMOKING,2836000,28049001600,Current Smoking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010301,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22,18.3,25.6,,,"3,284","(32.3659087039, -90.261172434)",UNHBEH,CSMOKING,2836000,28049010301,Current Smoking
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003400,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.9,42.8,46.9,,,"3,832","(32.2808856068, -90.2219754256)",UNHBEH,SLEEP,2836000,28049003400,Sleep <7 hours
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000200,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.5,9.7,13.6,,,"5,395","(32.3604779334, -90.1295873326)",UNHBEH,CSMOKING,2836000,28049000200,Current Smoking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010801,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.9,9.3,10.6,,,"1,604","(32.3096172571, -90.2991097228)",UNHBEH,BINGE,2836000,28049010801,Binge Drinking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003500,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,72.6,69.7,75.6,,,"3,931","(32.2626920049, -90.2228454457)",PREVENT,CHOLSCREEN,2836000,28049003500,Cholesterol Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010808,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.9,2.7,3.1,,,"4,494","(32.2679492554, -90.297683472)",HLTHOUT,KIDNEY,2836000,28049010808,Chronic Kidney Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010801,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,36.7,35.4,38,,,"1,604","(32.3096172571, -90.2991097228)",HLTHOUT,HIGHCHOL,2836000,28049010801,High Cholesterol
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010500,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.2,12.3,16.3,,,77,"(32.3891051587, -90.2686162692)",HLTHOUT,PHLTH,2836000,28049010500,Physical Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010500,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,80.1,79,81.2,,,77,"(32.3891051587, -90.2686162692)",PREVENT,BPMED,2836000,28049010500,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28121020207,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,1,"(32.2959128998, -90.0677891779)",HLTHOUT,CASTHMA,2836000,28121020207,Current Asthma
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003000,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,36.6,35.8,37.4,,,"2,104","(32.2795847495, -90.2022037077)",HLTHOUT,HIGHCHOL,2836000,28049003000,High Cholesterol
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010202,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,86.7,85,88.3,,,"6,137","(32.3844840557, -90.1837056957)",PREVENT,CHOLSCREEN,2836000,28049010202,Cholesterol Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000800,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,47.3,45.9,48.6,,,"4,483","(32.3401797646, -90.2268185213)",UNHBEH,OBESITY,2836000,28049000800,Obesity
