TractFIPS,HOLC_Grade,HOLC_Pct,Year,MeasureId,Short_Question_Text,Measure,Data_Value
28049001400,No grade,NA,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",73.2
28049011002,No grade,NA,2014,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,23.6
28049010809,No grade,NA,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",66.3
28049003600,No grade,NA,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,43.3
28049001600,B,57.35,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,75.4
28049001600,No grade,NA,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,75.4
28049010808,No grade,NA,2014,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,17.8
28049003800,No grade,NA,2014,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,3
28049000500,No grade,NA,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,25.2
28049003600,No grade,NA,2014,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,80.6
28049002400,No grade,NA,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,7.3
28049003400,No grade,NA,2013,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,77
28049010201,No grade,NA,2014,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,10.5
28049002300,No grade,NA,2014,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,49.8
28049002300,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,28.2
28049011400,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,22.2
28049011400,D,78.1,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,22.2
28049011102,No grade,NA,2014,STROKE,Stroke,Stroke among adults aged >=18 Years,3.1
28049001200,No grade,NA,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,9.1
28049001200,D,38.05,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,9.1
28049001400,No grade,NA,2014,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",42.4
28049010201,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,14
28049000400,No grade,NA,2014,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,12.4
28049002100,No grade,NA,2014,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,9.6
28049011002,No grade,NA,2013,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,35.3
28049002500,No grade,NA,2013,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,81.5
28049002500,B,53.06,2013,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,81.5
28049011101,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.7
28049011103,No grade,NA,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",40.7
28049000301,No grade,NA,2014,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,33.4
28049003200,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,4.1
28049003200,D,34.52,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,4.1
28049001100,No grade,NA,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,12.7
28049003300,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,25.7
28049003500,No grade,NA,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",47.8
28049010500,No grade,NA,2014,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,13.3
28049002100,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,10
28049003200,No grade,NA,2014,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,11.5
28049003200,D,34.52,2014,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,11.5
28049011103,No grade,NA,2014,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,2.5
28049010101,No grade,NA,2014,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,36.4
28049010902,No grade,NA,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",51.8
28049011002,No grade,NA,2014,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",30.4
28049000400,No grade,NA,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",37.3
28049002200,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,33.4
28049010808,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,24.5
28049000700,No grade,NA,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",29.3
28049010500,No grade,NA,2013,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,42.4
28049002400,No grade,NA,2014,OBESITY,Obesity,Obesity among adults aged >=18 Years,43.9
28049000600,No grade,NA,2014,OBESITY,Obesity,Obesity among adults aged >=18 Years,45.7
28049000301,No grade,NA,2013,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,74.4
28049003800,No grade,NA,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",49.7
28049002300,No grade,NA,2014,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,36.1
28049002200,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,49.9
28049002300,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,4
28049002700,No grade,NA,2014,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",24
28049010102,No grade,NA,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,58.8
28049003000,No grade,NA,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",25.9
28049003000,C,31.84,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",25.9
28049003300,No grade,NA,2014,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,29.4
28049000301,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,22.7
28049002400,No grade,NA,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",28.1
28049011002,No grade,NA,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,74.3
28049000301,No grade,NA,2014,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,76.7
28049011001,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,67.3
28049000400,No grade,NA,2014,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,12.2
28049003800,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,39.6
28049010301,No grade,NA,2014,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",25.2
28049010901,No grade,NA,2014,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,10.9
28049003200,No grade,NA,2014,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,78.5
28049003200,D,34.52,2014,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,78.5
28049001100,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,60.3
28049003800,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,12.6
28049001600,B,57.35,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",59.1
28049001600,No grade,NA,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",59.1
28049002500,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,4.7
28049002500,B,53.06,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,4.7
28049010101,No grade,NA,2014,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,22.2
28049002000,No grade,NA,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,78.5
28049000301,No grade,NA,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,74.1
28049003600,No grade,NA,2014,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,34.9
28049011400,No grade,NA,2014,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",20.2
28049011400,D,78.1,2014,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",20.2
28049000200,No grade,NA,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",68.1
28049010901,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,44.2
28049000600,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,57.1
28049000800,No grade,NA,2014,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,43.1
28089030105,No grade,NA,2014,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,1.1
28049010902,No grade,NA,2013,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,44
28049001600,B,57.35,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,21.5
28049001600,No grade,NA,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,21.5
28049011400,No grade,NA,2014,OBESITY,Obesity,Obesity among adults aged >=18 Years,49.8
28049011400,D,78.1,2014,OBESITY,Obesity,Obesity among adults aged >=18 Years,49.8
28049010500,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,75.3
28049003800,No grade,NA,2014,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,45.9
28049010301,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,20.5
28049010809,No grade,NA,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",36.8
28049010202,No grade,NA,2014,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,12.3
28049010902,No grade,NA,2014,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,76.4
28049001000,No grade,NA,2014,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,43
28049001000,D,50.44,2014,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,43
28089030105,No grade,NA,2014,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,76.5
28049010809,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,40.3
28049000301,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,3.2
28049010201,No grade,NA,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",30.8
28049011500,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,48.2
28049011500,D,90.7,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,48.2
28049001600,B,57.35,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",32
28049001600,No grade,NA,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",32
28049003800,No grade,NA,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,6
28049010902,No grade,NA,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.6
28049010808,No grade,NA,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,20.5
28049000700,No grade,NA,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,46
28049010203,No grade,NA,2014,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,16.4
28049001400,No grade,NA,2014,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,7.7
28049003600,No grade,NA,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",52.2
